experiment_dir,source_batch,agent_id,utility,model_pair,model_order,token_budget_prompted,competition_level,consensus_reached,final_round,total_reasoning_tokens,avg_reasoning_tokens,is_prompted_reasoning,thinking_tokens,reflection_tokens,discussion_tokens,proposal_tokens,voting_tokens,num_interactions,round_1_tokens,round_2_tokens,round_3_tokens,round_4_tokens,round_5_tokens,round_6_tokens,round_7_tokens,round_8_tokens,round_9_tokens,round_10_tokens
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_100/comp_0_5,ttc_scaling_20260125_050451,Agent_Beta,77.0,o3-mini-high_vs_gpt-5-nano,strong_first,100,0.5,True,1,37504,4167.111111111111,False,9472.0,0.0,6293.333333333333,1984.0,1888.0,9,34304,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_100/comp_0_75,ttc_scaling_20260125_050451,Agent_Alpha,56.0,o3-mini-high_vs_gpt-5-nano,strong_first,100,0.75,True,1,3968,440.8888888888889,True,256.0,0.0,298.6666666666667,853.3333333333334,800.0,9,3712,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_100/comp_0_75,ttc_scaling_20260125_050451,Agent_Beta,73.0,o3-mini-high_vs_gpt-5-nano,strong_first,100,0.75,True,1,35328,3925.3333333333335,False,4800.0,0.0,7253.333333333333,1365.3333333333333,1472.0,9,30656,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_100/comp_1_0,ttc_scaling_20260125_050451,Agent_Alpha,86.0,o3-mini-high_vs_gpt-5-nano,strong_first,100,1.0,True,8,38080,585.8461538461538,True,664.0,301.7142857142857,666.6666666666666,600.0,336.0,65,5888,6528,4032,3328,5568,3712,4224,4544,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_100/comp_1_0,ttc_scaling_20260125_050451,Agent_Beta,14.0,o3-mini-high_vs_gpt-5-nano,strong_first,100,1.0,True,8,275712,4241.723076923077,False,4080.0,5293.714285714285,6490.666666666667,1866.6666666666667,1984.0,65,36928,39232,40000,26112,28928,38272,34240,26560,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_1000/comp_0_0,ttc_scaling_20260125_050451,Agent_Alpha,100.0,o3-mini-high_vs_gpt-5-nano,strong_first,1000,0.0,True,1,4352,483.55555555555554,True,768.0,0.0,789.3333333333334,341.3333333333333,320.0,9,4160,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_1000/comp_0_0,ttc_scaling_20260125_050451,Agent_Beta,100.0,o3-mini-high_vs_gpt-5-nano,strong_first,1000,0.0,True,1,33472,3719.1111111111113,False,5248.0,0.0,6677.333333333333,1301.3333333333333,1120.0,9,29184,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_1000/comp_0_25,ttc_scaling_20260125_050451,Agent_Alpha,91.0,o3-mini-high_vs_gpt-5-nano,strong_first,1000,0.25,True,1,7680,853.3333333333334,True,1344.0,0.0,1450.6666666666667,512.0,416.0,9,7232,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_1000/comp_0_25,ttc_scaling_20260125_050451,Agent_Beta,79.0,o3-mini-high_vs_gpt-5-nano,strong_first,1000,0.25,True,1,28928,3616.0,False,2752.0,0.0,6869.333333333333,928.0,640.0,9,25216,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_1000/comp_0_5,ttc_scaling_20260125_050451,Agent_Alpha,61.0,o3-mini-high_vs_gpt-5-nano,strong_first,1000,0.5,True,1,6208,689.7777777777778,True,1024.0,0.0,832.0,832.0,480.0,9,6016,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_1000/comp_0_5,ttc_scaling_20260125_050451,Agent_Beta,83.0,o3-mini-high_vs_gpt-5-nano,strong_first,1000,0.5,True,1,37312,4145.777777777777,False,4608.0,0.0,7957.333333333333,1792.0,1504.0,9,33856,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_1000/comp_0_75,ttc_scaling_20260125_050451,Agent_Alpha,51.0,o3-mini-high_vs_gpt-5-nano,strong_first,1000,0.75,True,1,4992,554.6666666666666,True,768.0,0.0,682.6666666666666,640.0,480.0,9,4736,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_1000/comp_0_75,ttc_scaling_20260125_050451,Agent_Beta,82.0,o3-mini-high_vs_gpt-5-nano,strong_first,1000,0.75,True,1,35264,3918.222222222222,False,5184.0,0.0,6634.666666666667,1600.0,1824.0,9,29888,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_1000/comp_1_0,ttc_scaling_20260125_050451,Agent_Alpha,74.0,o3-mini-high_vs_gpt-5-nano,strong_first,1000,1.0,True,3,19968,798.72,True,1045.3333333333333,544.0,1073.7777777777778,647.1111111111111,288.0,25,9728,5760,4224,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_1000/comp_1_0,ttc_scaling_20260125_050451,Agent_Beta,26.0,o3-mini-high_vs_gpt-5-nano,strong_first,1000,1.0,True,3,80832,3233.28,False,3712.0,4384.0,4536.888888888889,1742.2222222222222,1888.0,25,30784,19648,25984,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_10000/comp_0_0,ttc_scaling_20260125_050451,Agent_Alpha,100.0,o3-mini-high_vs_gpt-5-nano,strong_first,10000,0.0,True,1,7744,860.4444444444445,True,2304.0,0.0,1280.0,448.0,352.0,9,7488,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_10000/comp_0_0,ttc_scaling_20260125_050451,Agent_Beta,100.0,o3-mini-high_vs_gpt-5-nano,strong_first,10000,0.0,True,1,31040,3448.8888888888887,False,4480.0,0.0,5802.666666666667,1514.6666666666667,1152.0,9,26432,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_10000/comp_0_25,ttc_scaling_20260125_050451,Agent_Alpha,93.0,o3-mini-high_vs_gpt-5-nano,strong_first,10000,0.25,True,1,7808,867.5555555555555,True,1024.0,0.0,1813.3333333333333,384.0,288.0,9,7616,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_10000/comp_0_25,ttc_scaling_20260125_050451,Agent_Beta,65.0,o3-mini-high_vs_gpt-5-nano,strong_first,10000,0.25,True,1,44032,4892.444444444444,False,5760.0,0.0,8810.666666666666,2005.3333333333333,2240.0,9,38208,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_10000/comp_0_5,ttc_scaling_20260125_050451,Agent_Alpha,87.0,o3-mini-high_vs_gpt-5-nano,strong_first,10000,0.5,True,1,6336,704.0,True,1216.0,0.0,1002.6666666666666,618.6666666666666,480.0,9,6080,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_10000/comp_0_5,ttc_scaling_20260125_050451,Agent_Beta,66.0,o3-mini-high_vs_gpt-5-nano,strong_first,10000,0.5,True,1,22400,2488.8888888888887,False,2944.0,0.0,3349.3333333333335,1557.3333333333333,1216.0,9,17664,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_10000/comp_0_75,ttc_scaling_20260125_050451,Agent_Alpha,76.0,o3-mini-high_vs_gpt-5-nano,strong_first,10000,0.75,True,3,19200,768.0,True,682.6666666666666,384.0,1216.0,576.0,426.6666666666667,25,6656,4224,8064,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_10000/comp_0_75,ttc_scaling_20260125_050451,Agent_Beta,56.0,o3-mini-high_vs_gpt-5-nano,strong_first,10000,0.75,True,3,105600,4224.0,False,5248.0,5664.0,6407.111111111111,1728.0,1760.0,25,44608,23872,31808,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_10000/comp_1_0,ttc_scaling_20260125_050451,Agent_Alpha,75.0,o3-mini-high_vs_gpt-5-nano,strong_first,10000,1.0,True,10,62592,772.7407407407408,True,1292.8,576.0,962.1333333333333,512.0,304.0,81,6784,5824,6912,6464,5952,5824,4992,6592,5440,7552
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_10000/comp_1_0,ttc_scaling_20260125_050451,Agent_Beta,25.0,o3-mini-high_vs_gpt-5-nano,strong_first,10000,1.0,True,10,281088,3470.222222222222,False,4108.8,4608.0,4657.066666666667,1828.2666666666667,1676.8,81,31552,35968,28608,28672,26368,36096,22592,22592,26880,17792
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_2000/comp_0_0,ttc_scaling_20260125_050451,Agent_Alpha,100.0,o3-mini-high_vs_gpt-5-nano,strong_first,2000,0.0,True,1,5120,568.8888888888889,True,1152.0,0.0,938.6666666666666,320.0,224.0,9,4928,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_2000/comp_0_0,ttc_scaling_20260125_050451,Agent_Beta,100.0,o3-mini-high_vs_gpt-5-nano,strong_first,2000,0.0,True,1,41920,4657.777777777777,False,2688.0,0.0,10901.333333333334,1109.3333333333333,832.0,9,38720,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_2000/comp_0_25,ttc_scaling_20260125_050451,Agent_Alpha,78.0,o3-mini-high_vs_gpt-5-nano,strong_first,2000,0.25,True,1,5120,568.8888888888889,True,768.0,0.0,981.3333333333334,405.3333333333333,352.0,9,4928,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_2000/comp_0_25,ttc_scaling_20260125_050451,Agent_Beta,98.0,o3-mini-high_vs_gpt-5-nano,strong_first,2000,0.25,True,1,29120,3235.5555555555557,False,4800.0,0.0,5162.666666666667,1578.6666666666667,1632.0,9,25024,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_2000/comp_0_5,ttc_scaling_20260125_050451,Agent_Alpha,61.0,o3-mini-high_vs_gpt-5-nano,strong_first,2000,0.5,True,1,6080,675.5555555555555,True,832.0,0.0,1237.3333333333333,384.0,256.0,9,5696,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_2000/comp_0_5,ttc_scaling_20260125_050451,Agent_Beta,82.0,o3-mini-high_vs_gpt-5-nano,strong_first,2000,0.5,True,1,39616,4401.777777777777,False,7040.0,0.0,8170.666666666667,1557.3333333333333,1760.0,9,36224,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_2000/comp_0_75,ttc_scaling_20260125_050451,Agent_Alpha,58.0,o3-mini-high_vs_gpt-5-nano,strong_first,2000,0.75,True,1,7168,796.4444444444445,True,512.0,0.0,1514.6666666666667,597.3333333333334,608.0,9,6848,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_2000/comp_0_75,ttc_scaling_20260125_050451,Agent_Beta,75.0,o3-mini-high_vs_gpt-5-nano,strong_first,2000,0.75,True,1,33920,3768.8888888888887,False,3008.0,0.0,6720.0,1600.0,1440.0,9,27968,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_2000/comp_1_0,ttc_scaling_20260125_050451,Agent_Alpha,85.0,o3-mini-high_vs_gpt-5-nano,strong_first,2000,1.0,True,10,72704,897.5802469135803,True,1088.0,704.0,1134.9333333333334,704.0,428.8,81,9024,6400,5632,6144,7872,7104,4608,5888,12864,6848
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_2000/comp_1_0,ttc_scaling_20260125_050451,Agent_Beta,15.0,o3-mini-high_vs_gpt-5-nano,strong_first,2000,1.0,True,10,303424,3745.9753086419755,False,3916.8,4316.444444444444,5612.8,1747.2,1814.4,81,32064,30720,29888,30336,39680,27840,31360,29952,27456,19520
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_20000/comp_0_0,ttc_scaling_20260125_050451,Agent_Alpha,100.0,o3-mini-high_vs_gpt-5-nano,strong_first,20000,0.0,True,1,6592,732.4444444444445,True,896.0,0.0,1365.3333333333333,384.0,160.0,9,6144,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_20000/comp_0_0,ttc_scaling_20260125_050451,Agent_Beta,100.0,o3-mini-high_vs_gpt-5-nano,strong_first,20000,0.0,True,1,27200,3022.222222222222,False,5824.0,0.0,4906.666666666667,874.6666666666666,608.0,9,23168,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_20000/comp_0_25,ttc_scaling_20260125_050451,Agent_Alpha,80.0,o3-mini-high_vs_gpt-5-nano,strong_first,20000,0.25,True,1,5504,611.5555555555555,True,1600.0,0.0,768.0,448.0,256.0,9,5248,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_20000/comp_0_25,ttc_scaling_20260125_050451,Agent_Beta,91.0,o3-mini-high_vs_gpt-5-nano,strong_first,20000,0.25,True,1,26496,2944.0,False,2880.0,0.0,4757.333333333333,1450.6666666666667,1376.0,9,21504,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_20000/comp_0_5,ttc_scaling_20260125_050451,Agent_Alpha,82.0,o3-mini-high_vs_gpt-5-nano,strong_first,20000,0.5,True,1,7872,874.6666666666666,True,1216.0,0.0,1344.0,810.6666666666666,704.0,9,7680,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_20000/comp_0_5,ttc_scaling_20260125_050451,Agent_Beta,63.0,o3-mini-high_vs_gpt-5-nano,strong_first,20000,0.5,True,1,39552,4394.666666666667,False,3968.0,0.0,8000.0,1834.6666666666667,1696.0,9,33472,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_20000/comp_0_75,ttc_scaling_20260125_050451,Agent_Alpha,73.0,o3-mini-high_vs_gpt-5-nano,strong_first,20000,0.75,True,1,7552,839.1111111111111,True,896.0,0.0,1514.6666666666667,597.3333333333334,448.0,9,7232,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_20000/comp_0_75,ttc_scaling_20260125_050451,Agent_Beta,56.0,o3-mini-high_vs_gpt-5-nano,strong_first,20000,0.75,True,1,42240,4693.333333333333,False,6528.0,0.0,8874.666666666666,1813.3333333333333,2112.0,9,38592,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_20000/comp_1_0,ttc_scaling_20260125_050451,Agent_Alpha,74.0,o3-mini-high_vs_gpt-5-nano,strong_first,20000,1.0,True,10,67008,827.2592592592592,True,748.8,568.8888888888889,1053.8666666666666,746.6666666666666,412.8,81,6528,5824,4864,5376,5632,7104,7552,6464,9920,7360
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_20000/comp_1_0,ttc_scaling_20260125_050451,Agent_Beta,26.0,o3-mini-high_vs_gpt-5-nano,strong_first,20000,1.0,True,10,323072,3988.543209876543,False,3417.6,4316.444444444444,6306.133333333333,1911.4666666666667,1926.4,81,37952,33280,25472,32512,33536,43840,32256,29248,29440,22016
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_3000/comp_0_0,ttc_scaling_20260125_050451,Agent_Alpha,100.0,o3-mini-high_vs_gpt-5-nano,strong_first,3000,0.0,True,1,6080,675.5555555555555,True,2560.0,0.0,768.0,362.6666666666667,288.0,9,5952,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_3000/comp_0_0,ttc_scaling_20260125_050451,Agent_Beta,100.0,o3-mini-high_vs_gpt-5-nano,strong_first,3000,0.0,True,1,22208,2467.5555555555557,False,5056.0,0.0,3370.6666666666665,1386.6666666666667,1472.0,9,19328,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_3000/comp_0_25,ttc_scaling_20260125_050451,Agent_Alpha,70.0,o3-mini-high_vs_gpt-5-nano,strong_first,3000,0.25,True,1,5504,611.5555555555555,True,1536.0,0.0,618.6666666666666,618.6666666666666,288.0,9,5248,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_3000/comp_0_25,ttc_scaling_20260125_050451,Agent_Beta,94.0,o3-mini-high_vs_gpt-5-nano,strong_first,3000,0.25,True,1,21824,2424.8888888888887,False,2688.0,0.0,3349.3333333333335,1578.6666666666667,1920.0,9,17472,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_3000/comp_0_5,ttc_scaling_20260125_050451,Agent_Alpha,81.0,o3-mini-high_vs_gpt-5-nano,strong_first,3000,0.5,True,1,7232,904.0,True,1088.0,0.0,1173.3333333333333,853.3333333333334,704.0,9,7168,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_3000/comp_0_5,ttc_scaling_20260125_050451,Agent_Beta,68.0,o3-mini-high_vs_gpt-5-nano,strong_first,3000,0.5,True,1,39168,4352.0,False,2816.0,0.0,7872.0,2432.0,2528.0,9,33728,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_3000/comp_0_75,ttc_scaling_20260125_050451,Agent_Alpha,74.0,o3-mini-high_vs_gpt-5-nano,strong_first,3000,0.75,True,3,25472,1018.88,True,981.3333333333334,608.0,1600.0,732.4444444444445,448.0,25,8704,8768,7680,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_3000/comp_0_75,ttc_scaling_20260125_050451,Agent_Beta,49.0,o3-mini-high_vs_gpt-5-nano,strong_first,3000,0.75,True,3,100416,4016.64,False,4202.666666666667,3296.0,6940.444444444444,1792.0,1760.0,25,38336,28864,30592,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_3000/comp_1_0,ttc_scaling_20260125_050451,Agent_Alpha,80.0,o3-mini-high_vs_gpt-5-nano,strong_first,3000,1.0,True,3,20224,808.96,True,1109.3333333333333,608.0,1002.6666666666666,711.1111111111111,266.6666666666667,25,7296,6400,6272,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_3000/comp_1_0,ttc_scaling_20260125_050451,Agent_Beta,20.0,o3-mini-high_vs_gpt-5-nano,strong_first,3000,1.0,True,3,84672,3386.88,False,3178.6666666666665,5248.0,4842.666666666667,1635.5555555555557,1621.3333333333333,25,28288,27968,22080,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_30000/comp_0_0,ttc_scaling_20260125_050451,Agent_Alpha,100.0,o3-mini-high_vs_gpt-5-nano,strong_first,30000,0.0,True,1,5184,576.0,True,1024.0,0.0,917.3333333333334,405.3333333333333,352.0,9,4992,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_30000/comp_0_0,ttc_scaling_20260125_050451,Agent_Beta,100.0,o3-mini-high_vs_gpt-5-nano,strong_first,30000,0.0,True,1,37568,4174.222222222223,False,4480.0,0.0,7274.666666666667,1834.6666666666667,1408.0,9,31808,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_30000/comp_0_25,ttc_scaling_20260125_050451,Agent_Alpha,95.0,o3-mini-high_vs_gpt-5-nano,strong_first,30000,0.25,True,1,5568,618.6666666666666,True,960.0,0.0,789.3333333333334,661.3333333333334,544.0,9,5312,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_30000/comp_0_25,ttc_scaling_20260125_050451,Agent_Beta,75.0,o3-mini-high_vs_gpt-5-nano,strong_first,30000,0.25,True,1,33216,3690.6666666666665,False,2624.0,0.0,7274.666666666667,1749.3333333333333,1152.0,9,29696,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_30000/comp_0_5,ttc_scaling_20260125_050451,Agent_Alpha,58.0,o3-mini-high_vs_gpt-5-nano,strong_first,30000,0.5,True,1,7104,789.3333333333334,True,1088.0,0.0,1024.0,938.6666666666666,704.0,9,6976,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_30000/comp_0_5,ttc_scaling_20260125_050451,Agent_Beta,86.0,o3-mini-high_vs_gpt-5-nano,strong_first,30000,0.5,True,1,25472,2830.222222222222,False,3072.0,0.0,4992.0,1386.6666666666667,1472.0,9,22208,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_30000/comp_0_75,ttc_scaling_20260125_050451,Agent_Alpha,58.0,o3-mini-high_vs_gpt-5-nano,strong_first,30000,0.75,True,2,16064,944.9411764705883,True,928.0,704.0,1226.6666666666667,970.6666666666666,640.0,17,9536,6208,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_30000/comp_0_75,ttc_scaling_20260125_050451,Agent_Beta,73.0,o3-mini-high_vs_gpt-5-nano,strong_first,30000,0.75,True,2,53696,3158.5882352941176,False,5440.0,3456.0,4032.0,1802.6666666666667,1808.0,17,24192,25152,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_30000/comp_1_0,ttc_scaling_20260125_050451,Agent_Alpha,78.0,o3-mini-high_vs_gpt-5-nano,strong_first,30000,1.0,True,10,65536,809.0864197530864,True,998.4,526.2222222222222,1028.2666666666667,661.3333333333334,380.8,81,6976,6144,5120,5568,4736,6272,8064,5504,8640,8384
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_30000/comp_1_0,ttc_scaling_20260125_050451,Agent_Beta,22.0,o3-mini-high_vs_gpt-5-nano,strong_first,30000,1.0,True,10,308480,3808.395061728395,False,3923.2,4608.0,5536.0,1937.0666666666666,1923.2,81,38336,36416,32896,24704,36928,29440,30976,25728,28736,20736
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_4000/comp_0_0,ttc_scaling_20260125_050451,Agent_Alpha,100.0,o3-mini-high_vs_gpt-5-nano,strong_first,4000,0.0,True,1,6656,739.5555555555555,True,1344.0,0.0,1280.0,426.6666666666667,224.0,9,6464,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_4000/comp_0_0,ttc_scaling_20260125_050451,Agent_Beta,100.0,o3-mini-high_vs_gpt-5-nano,strong_first,4000,0.0,True,1,34880,3875.5555555555557,False,4224.0,0.0,7232.0,917.3333333333334,768.0,9,28672,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_4000/comp_0_25,ttc_scaling_20260125_050451,Agent_Alpha,77.0,o3-mini-high_vs_gpt-5-nano,strong_first,4000,0.25,True,2,14720,865.8823529411765,True,1568.0,576.0,1258.6666666666667,544.0,368.0,17,7104,7424,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_4000/comp_0_25,ttc_scaling_20260125_050451,Agent_Beta,94.0,o3-mini-high_vs_gpt-5-nano,strong_first,4000,0.25,True,2,79744,4690.823529411765,False,4448.0,4160.0,8597.333333333334,1632.0,1168.0,17,41856,32576,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_4000/comp_0_5,ttc_scaling_20260125_050451,Agent_Alpha,63.0,o3-mini-high_vs_gpt-5-nano,strong_first,4000,0.5,True,1,7872,874.6666666666666,True,1664.0,0.0,938.6666666666666,1024.0,224.0,9,7552,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_4000/comp_0_5,ttc_scaling_20260125_050451,Agent_Beta,86.0,o3-mini-high_vs_gpt-5-nano,strong_first,4000,0.5,True,1,29440,3271.1111111111113,False,5440.0,0.0,5568.0,896.0,704.0,9,24832,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_4000/comp_0_75,ttc_scaling_20260125_050451,Agent_Alpha,60.0,o3-mini-high_vs_gpt-5-nano,strong_first,4000,0.75,True,1,7360,817.7777777777778,True,1088.0,0.0,1280.0,746.6666666666666,640.0,9,7168,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_4000/comp_0_75,ttc_scaling_20260125_050451,Agent_Beta,71.0,o3-mini-high_vs_gpt-5-nano,strong_first,4000,0.75,True,1,26304,2922.6666666666665,False,3968.0,0.0,4053.3333333333335,1984.0,1696.0,9,22080,0,0,0,0,0,0,0,0,0
